'id','ico','tx_type','wallet_from','wallet_to','unknown_address_from','block_num','tx_index_in_block','currency','txid','value','price_feed','tokens_to_receive','reject_cases','confirmed_date'
'66','SYNCO-1st Pre-sale','Deposit','0x126848CfA4439b9d87A8637cdb1C315a84881F7D','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5752791','29','ETH','0x4ab3d3938ff755b01ec4af4269fe578357eaac4c7ceb234c788c0ebbfe933aa0','10.000000000000000000','91195/2018-06-08 00:00:00','911950.000000000000000000','[]','June 8, 2018, 10:23 a.m.'
'65','SYNCO-1st Pre-sale','Deposit','0x715f4325261381dEAa0D3E54f64Dfd2938160784','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5750909','15','ETH','0xa409a956b2b58560e401741a229239de16769b0d47d4aee5abb60fcac81d48e1','3.000000000000000000','91195/2018-06-08 00:00:00','273585.000000000000000000','[]','June 8, 2018, 2:22 a.m.'
'64','SYNCO-1st Pre-sale','Deposit','0xEe11f25297843DcDFdE7Ef02FCf197651200e538','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5750581','27','ETH','0xefbc1f54d23c94b024dbd8170813c87aee72de5c00a040f48f797e06e82a7a0b','2.000000000000000000','91195/2018-06-08 00:00:00','182390.000000000000000000','[]','June 8, 2018, 12:56 a.m.'
'63','SYNCO-1st Pre-sale','Deposit','0x37A40a3727dbE73d1917CE160031D86fd4EC7f74','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5749093','4','ETH','0x2c8dc6340865e93e50fecdb5bcbba97bc7fd5279412b7b16e4588ae2d5596722','4.990000000000000000','90448/2018-06-07 00:00:00','451335.520000000000000000','[]','June 7, 2018, 6:36 p.m.'
'62','SYNCO-1st Pre-sale','Deposit','0x6680Edc4B918f3dB400cB94acF41012aE94Bf257','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5747812','12','ETH','0x7da98564f279a0443f2f543aedd772dc13a3f045e4cd39f2f9e57451abc1e4f4','4.000000000000000000','90448/2018-06-07 00:00:00','361792.000000000000000000','[]','June 7, 2018, 1:10 p.m.'
'61','SYNCO-1st Pre-sale','Deposit','0xD76626347453bc277Cce23535CBD1Fb8803A1E57','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5747543','166','ETH','0xa4bd816ffd0243a66e01dd383c5cb840797d70184fd0e7557e824fa5e053c92f','10.000000000000000000','90448/2018-06-07 00:00:00','904480.000000000000000000','[]','June 7, 2018, 11:59 a.m.'
'60','SYNCO-1st Pre-sale','Deposit','0x49Fb5E7ef4f72C09e8f76e6111b7DEb9a19AF5b5','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5747050','128','ETH','0x0bb359497c444f0c342d6aecef1429d05668a26903b117720f06d1dce76cf7ff','2.000000000000000000','90448/2018-06-07 00:00:00','180896.000000000000000000','[]','June 7, 2018, 9:52 a.m.'
'59','SYNCO-1st Pre-sale','Deposit','0xEcBD4c7f60f9825B8948EF9137E6a2E72a74C657','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5745735','9','ETH','0x297adece7eacc98bdb148740a5c6d462a6ba7e1fe53f3494283aaccab91f42a7','1.000000000000000000','90448/2018-06-07 00:00:00','90448.000000000000000000','[]','June 7, 2018, 4:11 a.m.'
'58','SYNCO-1st Pre-sale','Deposit','0x141f9AD583947fDF04BE52A63E7ef96Fe6eE579B','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5745247','81','ETH','0x3b25e99adedbe3dcac3dcab289b48b90aa2af82aea1e11fbc753693663cbfa0c','1.000000000000000000','90448/2018-06-07 00:00:00','90448.000000000000000000','[]','June 7, 2018, 2:03 a.m.'
'57','SYNCO-1st Pre-sale','Deposit','0x6680Edc4B918f3dB400cB94acF41012aE94Bf257','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5745211','22','ETH','0x1f50975a003433649110b851744879a7d1807c58e2ff5f47f5bd873bd25475bc','6.000000000000000000','90448/2018-06-07 00:00:00','542688.000000000000000000','[]','June 7, 2018, 1:55 a.m.'
'56','SYNCO-1st Pre-sale','Deposit','0xEcBD4c7f60f9825B8948EF9137E6a2E72a74C657','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5740990','37','ETH','0x6bfe673de32e6710737805069a3442047cf0ff15016cdad2fcc3a21234416fb8','1.000000000000000000','87612/2018-06-06 00:00:00','87612.000000000000000000','[]','June 6, 2018, 7:56 a.m.'
'55','SYNCO-1st Pre-sale','Deposit','0x3ce2877275A8BcD66E7CFaC3C8E07633bfd5a8Fe','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5738113','146','ETH','0x90117e98ac8d703ac385c8b234d16e0549e1114ba0db57e61db4473e3d885860','3.000000000000000000','92239/2018-06-05 00:00:00','276717.000000000000000000','[]','June 5, 2018, 7:48 p.m.'
'54','SYNCO-1st Pre-sale','Deposit','0x38BAB65C779959D9df70eA5250c1B8694CF1e23b','0x038f78eaeF4EaDb2cAA777B749Cd956f8Aa5a1bA','','5736546','91','ETH','0x1e616f8d3b2879cec7c073472baeb0516f114faf8abcc2c5ab196fedc5730b83','2.500000000000000000','92239/2018-06-05 00:00:00','230597.500000000000000000','[]','June 5, 2018, 12:51 p.m.'
